 Cover,Issue ID,Year,Date,Price,Archive URL,Colors,Cultural Context,Caption,Clothing,Hair,Pose,Expression,Mood,Era Indicators
,19690601,1969,June 1969,$1.00,https://ipb-ma.playboy.com/issue/19690601,Vibrant red with white typography,"Sexual revolution, counterculture movement, civil rights era",there is a collage of photos of a woman with blonde hair,yellow shirt,blonde long and straight,sitting,serious,sad,"1960s, swinging sixties, mod era, vintage"
,19690701,1969,July 1969,$1.00,https://ipb-ma.playboy.com/issue/19690701,Bright blue with pink accents,"Sexual revolution, counterculture movement, civil rights era",there is a poster of a woman in a bikini on the cover of a magazine,underwear,brown long and curly,sitting,smiling,sad,"1960s, swinging sixties, mod era, vintage"
,19690801,1969,August 1969,$1.00,https://ipb-ma.playboy.com/issue/19690801,Pop art inspired color palette,"Sexual revolution, counterculture movement, civil rights era",this is a picture of a woman with blonde hair and freckles on the cover of a magazine,hair,blonde long and blonde,standing,smiling,sad,"1960s, swinging sixties, mod era, vintage"
,19690901,1969,September 1969,$1.00,https://ipb-ma.playboy.com/issue/19690901,Vibrant red with white typography,"Sexual revolution, counterculture movement, civil rights era",there is a picture of a woman that is on the cover of a magazine,blue jeans,blonde long and blonde,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19691001,1969,October 1969,$1.00,https://ipb-ma.playboy.com/issue/19691001,Bold orange and yellow tones,"Sexual revolution, counterculture movement, civil rights era",there is a picture of a woman holding a phone to her ear,bikini,blonde long blonde hair,sitting,smiling,happy,"1960s, swinging sixties, mod era, vintage"
,19691101,1969,November 1969,$1.00,https://ipb-ma.playboy.com/issue/19691101,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",there is a poster of a man and a woman on skis in the snow,ski suit,black ponytail,standing,smiling,happy,"1960s, swinging sixties, mod era, vintage"
,19691201,1969,December 1969,$1.00,https://ipb-ma.playboy.com/issue/19691201,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",there is a picture of a woman with blonde hair on the cover of a magazine,black shirt,blonde bangs,standing,frown,sad,"1960s, swinging sixties, mod era, vintage"
,19700101,1970,January 1970,$1.25,https://ipb-ma.playboy.com/issue/19700101,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",there is a stuffed rabbit sitting on a table in front of paintings,checkered pants,brown ponytail,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19700201,1970,February 1970,$1.25,https://ipb-ma.playboy.com/issue/19700201,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",there is a nude woman holding a book in her right hand,thong,blonde pigtails,standing,smiling,sad,"1970s, seventies, retro, classic era"
,19700301,1970,March 1970,$1.25,https://ipb-ma.playboy.com/issue/19700301,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a picture of a woman in a red dress,red dress,brown long and straight,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19700401,1970,April 1970,$1.25,https://ipb-ma.playboy.com/issue/19700401,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a woman in a yellow dress and white boots,dress,blonde braids,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19700501,1970,May 1970,$1.25,https://ipb-ma.playboy.com/issue/19700501,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",there is a woman in a red dress sitting on a bed,red dress,blonde curly,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19700601,1970,June 1970,$1.25,https://ipb-ma.playboy.com/issue/19700601,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",the cover of a book with an image of a woman with a butterfly on her head,dress,purple long,standing,serious,sad,"1970s, seventies, retro, classic era"
,19700701,1970,July 1970,$1.25,https://ipb-ma.playboy.com/issue/19700701,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",there is a dolphin that is swimming under the water in the pool,wetsuit,black ponytail,upside down,smiling,happy,"1970s, seventies, retro, classic era"
,19700801,1970,August 1970,$1.25,https://ipb-ma.playboy.com/issue/19700801,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",the cover of a children ' s book with a picture of a boy playing in the sand,bathing suit,brown ponytail,squatting,smiling,happy,"1970s, seventies, retro, classic era"
,19700901,1970,September 1970,$1.25,https://ipb-ma.playboy.com/issue/19700901,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",there is a woman that is posing for a picture on the cover of a magazine,skirt,blonde long and blonde,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19701001,1970,October 1970,$1.25,https://ipb-ma.playboy.com/issue/19701001,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with two women dressed in bunny costumes,costume,brown short,standing,smile,happy,"1970s, seventies, retro, classic era"
,19701101,1970,November 1970,$1.25,https://ipb-ma.playboy.com/issue/19701101,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",there is a picture of a woman with a necklace on her chest,bikini,brown ponytail,standing,serious,sad,"1970s, seventies, retro, classic era"
,19701201,1970,December 1970,$1.25,https://ipb-ma.playboy.com/issue/19701201,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",an image of a woman with a towel on her head brushing her teeth,towel,blonde blonde,standing,smile,happy,"1970s, seventies, retro, classic era"
,19710101,1971,January 1971,$1.25,https://ipb-ma.playboy.com/issue/19710101,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",there is a picture of a playboy boy in a tuxedo,robe,brown short,standing,smile,happy,"1970s, seventies, retro, classic era"
,19710201,1971,February 1971,$1.25,https://ipb-ma.playboy.com/issue/19710201,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",there is a poster of a woman in a bikini posing for the camera,belt,brown mohawk,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19710301,1971,March 1971,$1.25,https://ipb-ma.playboy.com/issue/19710301,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",an image of a woman in a red dress holding a red object,shirt,blonde long,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19710401,1971,April 1971,$1.25,https://ipb-ma.playboy.com/issue/19710401,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",there is a picture of a woman laying in a bath tub,bathrobe,brown ponytail,upside down,smiling,happy,"1970s, seventies, retro, classic era"
,19710501,1971,May 1971,$1.25,https://ipb-ma.playboy.com/issue/19710501,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",an advertisement for playboy magazine featuring a woman in a leather outfit,jean jacket,blonde long,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19710601,1971,June 1971,$1.25,https://ipb-ma.playboy.com/issue/19710601,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",an image of a poster with the words playboy on it,shirt,black short,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19710701,1971,July 1971,$1.25,https://ipb-ma.playboy.com/issue/19710701,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",an image of a woman standing on a beach next to the ocean,bikini,brown braids,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19710801,1971,August 1971,$1.25,https://ipb-ma.playboy.com/issue/19710801,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",there is a woman that is standing next to a bicycle,shorts,blonde curly,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19710901,1971,September 1971,$1.25,https://ipb-ma.playboy.com/issue/19710901,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",there is a book cover with a puzzle piece in the middle of it,necklace,brown curly,standing,surprised,sad,"1970s, seventies, retro, classic era"
,19711001,1971,October 1971,$1.25,https://ipb-ma.playboy.com/issue/19711001,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring a playboy bunny sitting on top of a chair,skirt,brown short,crouching,smiling,happy,"1970s, seventies, retro, classic era"
,19711101,1971,November 1971,$1.25,https://ipb-ma.playboy.com/issue/19711101,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",there is a woman that is laying under a blanket on a bed,hoodie,brown straight,sitting,serious,sad,"1970s, seventies, retro, classic era"
,19711201,1971,December 1971,$1.25,https://ipb-ma.playboy.com/issue/19711201,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",a red book cover with an image of a rabbit on it,bow tie,brown ponytail,standing,smile,happy,"1970s, seventies, retro, classic era"
,19720101,1972,January 1972,$1.25,https://ipb-ma.playboy.com/issue/19720101,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",there is a rabbit that is standing next to a pool table,tuxedo,black ponytail,standing,smile,happy,"1970s, seventies, retro, classic era"
,19720201,1972,February 1972,$1.25,https://ipb-ma.playboy.com/issue/19720201,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a picture of a woman holding her finger to her mouth,tank top,brown ponytail,kissing,smiling,happy,"1970s, seventies, retro, classic era"
,19720301,1972,March 1972,$1.25,https://ipb-ma.playboy.com/issue/19720301,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",an image of a naked woman standing next to a bottle of wine,nothing,brown short,standing,serious,sad,"1970s, seventies, retro, classic era"
,19720401,1972,April 1972,$1.25,https://ipb-ma.playboy.com/issue/19720401,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",there is a picture of a woman that is sitting on a bench,dress,blonde long and straight,sitting,serious,sad,"1970s, seventies, retro, classic era"
,19720501,1972,May 1972,$1.25,https://ipb-ma.playboy.com/issue/19720501,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a picture of a woman in a fur coat,black shirt,brown bob,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19720601,1972,June 1972,$1.25,https://ipb-ma.playboy.com/issue/19720601,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",there is a picture of a woman in a bikini posing for the camera,bikini,blonde long and blonde,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19720701,1972,July 1972,$1.25,https://ipb-ma.playboy.com/issue/19720701,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a painting of a group of people,shorts,brown ponytails,standing,smile,happy,"1970s, seventies, retro, classic era"
,19720801,1972,August 1972,$1.25,https://ipb-ma.playboy.com/issue/19720801,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",there is a poster of a woman holding a life preserver in the water,bathing suit,blonde long and blonde,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19720901,1972,September 1972,$1.25,https://ipb-ma.playboy.com/issue/19720901,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",an advertisement for a women ' s clothing store featuring a woman in high heels,dress,brown short,crouching,smiling,happy,"1970s, seventies, retro, classic era"
,19721001,1972,October 1972,$1.25,https://ipb-ma.playboy.com/issue/19721001,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",an image of a woman in a yellow dress posing for a picture,dress,brown bob,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19721101,1972,November 1972,$1.25,https://ipb-ma.playboy.com/issue/19721101,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring a woman with a teddy bear in her lap,black outfit,blonde long and blonde,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19721201,1972,December 1972,$1.25,https://ipb-ma.playboy.com/issue/19721201,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",there is a poster of a woman wearing a santa claus outfit,santa suit,blonde long and blonde,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19730101,1973,January 1973,$1.50,https://ipb-ma.playboy.com/issue/19730101,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",an advertisement for the playboy magazine featuring a man in a bunny mask sitting on top of a pile of cards,suit,white bunny ears,sitting,smile,happy,"1970s, seventies, retro, classic era"
,19730201,1973,February 1973,$1.50,https://ipb-ma.playboy.com/issue/19730201,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",there is a woman sitting on a white chair wearing red stockings,stockings,brown long,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19730301,1973,March 1973,$1.50,https://ipb-ma.playboy.com/issue/19730301,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the poster for the play box shows a variety of nudes in various poses,shorts,brown short,standing,smile,happy,"1970s, seventies, retro, classic era"
,19730401,1973,April 1973,$1.50,https://ipb-ma.playboy.com/issue/19730401,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a picture of a woman holding a cigarette in front of her mouth,necklace,red short,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19730501,1973,May 1973,$1.50,https://ipb-ma.playboy.com/issue/19730501,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring a woman sitting in a car,shorts,blonde short,sitting,smile,sad,"1970s, seventies, retro, classic era"
,19730601,1973,June 1973,$1.50,https://ipb-ma.playboy.com/issue/19730601,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",there is a painting of a woman in a hat sitting on a couch,hat,black long,sitting,smile,happy,"1970s, seventies, retro, classic era"
,19730701,1973,July 1973,$1.50,https://ipb-ma.playboy.com/issue/19730701,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",playboy magazine cover of a woman ' s breasts in a red jacket,nothing,blonde ponytail,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19730801,1973,August 1973,$1.50,https://ipb-ma.playboy.com/issue/19730801,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",there is a naked woman sitting on the beach with her legs crossed,nothing,brown long,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19730901,1973,September 1973,$1.50,https://ipb-ma.playboy.com/issue/19730901,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",there is a poster of a naked woman sitting on a stool,high heels,blonde short,pose,smiling,sad,"1970s, seventies, retro, classic era"
,19731001,1973,October 1973,$1.50,https://ipb-ma.playboy.com/issue/19731001,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine with a naked woman laying on a bed,dress,black dreadlocks,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19731101,1973,November 1973,$1.50,https://ipb-ma.playboy.com/issue/19731101,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring a woman smoking a cigarette,blue dress,blonde long and curly,sitting,surprised,sad,"1970s, seventies, retro, classic era"
,19731201,1973,December 1973,$1.50,https://ipb-ma.playboy.com/issue/19731201,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",a movie poster with a woman sitting on the moon,white dress,brown short,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19740101,1974,January 1974,$1.50,https://ipb-ma.playboy.com/issue/19740101,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",the cover of a book with an image of a rabbit in a tuxedo,white shirt,brown ponytail,standing,smile,happy,"1970s, seventies, retro, classic era"
,19740201,1974,February 1974,$1.50,https://ipb-ma.playboy.com/issue/19740201,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",there is a picture of a woman laying in bed talking on the phone,pajamas,blonde long and blonde,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19740301,1974,March 1974,$1.50,https://ipb-ma.playboy.com/issue/19740301,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",an image of a woman in a red dress laying on the floor,high heels,black short,sitting,concentration,sad,"1970s, seventies, retro, classic era"
,19740401,1974,April 1974,$1.50,https://ipb-ma.playboy.com/issue/19740401,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",there is a picture of a woman laying on a couch with a hat on,hat,blonde ponytail,sitting,smile,happy,"1970s, seventies, retro, classic era"
,19740501,1974,May 1974,$1.50,https://ipb-ma.playboy.com/issue/19740501,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",playboy magazine cover of a naked woman laying on a bed,underwear,brown short,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19740601,1974,June 1974,$1.50,https://ipb-ma.playboy.com/issue/19740601,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",an image of a magazine cover with a woman in a fur coat,costume,blonde long and curly,standing,serious,happy,"1970s, seventies, retro, classic era"
,19740701,1974,July 1974,$1.50,https://ipb-ma.playboy.com/issue/19740701,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",there is a picture of a woman with a hat on top of her head,tank top,brown ponytail,back,smiling,sad,"1970s, seventies, retro, classic era"
,19740801,1974,August 1974,$1.50,https://ipb-ma.playboy.com/issue/19740801,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",an image of a movie poster for the playboy,bathing suit,red short,standing,smile,happy,"1970s, seventies, retro, classic era"
,19740901,1974,September 1974,$1.50,https://ipb-ma.playboy.com/issue/19740901,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",this is an image of a poster for playboy magazine,jean shorts,brown ponytail,back,smile,sad,"1970s, seventies, retro, classic era"
,19741001,1974,October 1974,$1.50,https://ipb-ma.playboy.com/issue/19741001,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",playboy magazine cover of a woman laying on a bed with her legs spread out,nothing,brown long,laying down,smiling,happy,"1970s, seventies, retro, classic era"
,19741101,1974,November 1974,$1.50,https://ipb-ma.playboy.com/issue/19741101,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",an advertisement for playboy magazine featuring a woman in stockings and stockings,lingerie,blonde ponytail,standing,smiling,sad,"1970s, seventies, retro, classic era"
,19741201,1974,December 1974,$1.50,https://ipb-ma.playboy.com/issue/19741201,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",an advertisement for playboy magazine featuring a sexy woman in stockings and stockings,lingerie,blonde curly,sitting,smiling,sad,"1970s, seventies, retro, classic era"
,19750101,1975,January 1975,$1.75,https://ipb-ma.playboy.com/issue/19750101,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",there is a rabbit that is sitting on a bed with pictures on the wall behind it,kimono,blonde bunny ears,sitting,smile,happy,"1970s, seventies, retro, classic era"
,19750201,1975,February 1975,$1.75,https://ipb-ma.playboy.com/issue/19750201,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",an image of a magazine with a woman in a dress on the cover,corset,brown long and straight,standing,serious,sad,"1970s, seventies, retro, classic era"
,19750301,1975,March 1975,$1.75,https://ipb-ma.playboy.com/issue/19750301,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",there is a poster of a woman holding a snowboard on the cover of a magazine,red dress,blonde long and blonde,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19750401,1975,April 1975,$1.75,https://ipb-ma.playboy.com/issue/19750401,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a picture of two women in lingers,underwear,blonde long and blonde,sitting,smile,happy,"1970s, seventies, retro, classic era"
,19750501,1975,May 1975,$1.75,https://ipb-ma.playboy.com/issue/19750501,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",there is a picture of a woman laying on a bed with her legs crossed,tank top,blonde afro,sitting,serious,sad,"1970s, seventies, retro, classic era"
,19750601,1975,June 1975,$1.75,https://ipb-ma.playboy.com/issue/19750601,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",playboy magazine cover featuring a naked woman in a stained glass window,nothing,black long,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19750701,1975,July 1975,$1.75,https://ipb-ma.playboy.com/issue/19750701,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring a woman in a shiny outfit,costume,blonde long and curly,standing,serious,happy,"1970s, seventies, retro, classic era"
,19750801,1975,August 1975,$1.75,https://ipb-ma.playboy.com/issue/19750801,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",an advertisement for playboy magazine featuring a nude woman with a rose in her hand,underwear,blonde mohawk,sitting,serious,sad,"1970s, seventies, retro, classic era"
,19750901,1975,September 1975,$1.75,https://ipb-ma.playboy.com/issue/19750901,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",there is a magazine cover with a picture of a woman in a red and white striped bathing suit,swimsuit,blonde ponytail,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19751001,1975,October 1975,$1.75,https://ipb-ma.playboy.com/issue/19751001,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring two women in white dresses,robe,brown long,standing,serious,sad,"1970s, seventies, retro, classic era"
,19751101,1975,November 1975,$1.75,https://ipb-ma.playboy.com/issue/19751101,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",playboy magazine cover featuring a sexy woman sitting on a couch,bikini,blonde long,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19751201,1975,December 1975,$1.75,https://ipb-ma.playboy.com/issue/19751201,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",an advertisement for a video game called playboy with a naked woman on the cover,nothing,black ponytail,crouching,smiling,happy,"1970s, seventies, retro, classic era"
,19760101,1976,January 1976,$1.75,https://ipb-ma.playboy.com/issue/19760101,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the cover of a book with a picture of a group of women in bikinis,bathing suit,brown short,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19760201,1976,February 1976,$1.75,https://ipb-ma.playboy.com/issue/19760201,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine features a picture of a blonde woman,dress,blonde long and curly,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19760301,1976,March 1976,$1.75,https://ipb-ma.playboy.com/issue/19760301,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",the cover of a play box with a woman in a red dress sitting on top of a table,red dress,black mohawk,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19760401,1976,April 1976,$1.75,https://ipb-ma.playboy.com/issue/19760401,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",there is a woman that is sitting on a pile of stuffed animals,tutu,blonde long and curly,sitting,smiling,sad,"1970s, seventies, retro, classic era"
,19760501,1976,May 1976,$1.75,https://ipb-ma.playboy.com/issue/19760501,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a woman in a white dress holding an umbrella,dress,brown short,standing,serious,happy,"1970s, seventies, retro, classic era"
,19760601,1976,June 1976,$1.75,https://ipb-ma.playboy.com/issue/19760601,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring a woman in high heels,dress,blonde ponytail,standing,smile,happy,"1970s, seventies, retro, classic era"
,19760701,1976,July 1976,$1.75,https://ipb-ma.playboy.com/issue/19760701,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a woman holding an american flag,dress,black long and curly,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19760801,1976,August 1976,$1.75,https://ipb-ma.playboy.com/issue/19760801,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a picture of a woman in a butterfly costume,bikini,black short,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19760901,1976,September 1976,$1.75,https://ipb-ma.playboy.com/issue/19760901,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",the cover of a children ' s book with an image of a bunny,bow tie,brown ponytail,standing,smile,happy,"1970s, seventies, retro, classic era"
,19761001,1976,October 1976,$1.75,https://ipb-ma.playboy.com/issue/19761001,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",magazine cover of a woman in a baseball uniform on the cover of a magazine,helmet,black long and curly,standing,smile,happy,"1970s, seventies, retro, classic era"
,19761101,1976,November 1976,$1.75,https://ipb-ma.playboy.com/issue/19761101,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine features a woman in a white dress,white shirt,brown curly,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19761201,1976,December 1976,$1.75,https://ipb-ma.playboy.com/issue/19761201,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring two women and a man,underwear,blonde ponytail,handstand,smiling,happy,"1970s, seventies, retro, classic era"
,19770101,1977,January 1977,$2.00,https://ipb-ma.playboy.com/issue/19770101,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring a woman sitting on a red couch,dress,black bunny ears,standing,smile,happy,"1970s, seventies, retro, classic era"
,19770201,1977,February 1977,$2.00,https://ipb-ma.playboy.com/issue/19770201,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring a woman with red lipstick and piercings,necklace,black long and straight,standing,serious,sad,"1970s, seventies, retro, classic era"
,19770301,1977,March 1977,$2.00,https://ipb-ma.playboy.com/issue/19770301,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine featuring a woman in a bathing suit,swimsuit,brown curly,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19770401,1977,April 1977,$2.00,https://ipb-ma.playboy.com/issue/19770401,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the cover of a magazine with a naked woman sitting in a chair,shorts,black long,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19770501,1977,May 1977,$2.00,https://ipb-ma.playboy.com/issue/19770501,Natural wood tones with orange accents,"Disco era, women's liberation movement, Watergate aftermath",there is a magazine with a picture of a woman wearing a top hat and bow tie,bow tie,blonde long and curly,standing,smile,happy,"1970s, seventies, retro, classic era"
,19770601,1977,June 1977,$2.00,https://ipb-ma.playboy.com/issue/19770601,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",an image of a woman in a blue shirt on a magazine cover,bathing suit,brown long and curly,standing,smiling,happy,"1970s, seventies, retro, classic era"
,19770701,1977,July 1977,$2.00,https://ipb-ma.playboy.com/issue/19770701,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine with a woman in a bikini sitting on a giant blue balloon,bikini,black short,crouching,smiling,happy,"1970s, seventies, retro, classic era"
,19770801,1977,August 1977,$2.00,https://ipb-ma.playboy.com/issue/19770801,Warm earth tones with brown and gold,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine with a woman sitting on a chair,dress,blonde blonde,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19770901,1977,September 1977,$2.00,https://ipb-ma.playboy.com/issue/19770901,Soft pastels with disco flair,"Disco era, women's liberation movement, Watergate aftermath",there is a picture of a group of women sitting on a bench,uniform,black long and curly,sitting,smiling,happy,"1970s, seventies, retro, classic era"
,19771001,1977,October 1977,$2.00,https://ipb-ma.playboy.com/issue/19771001,"Sunset colors - orange, pink, purple","Disco era, women's liberation movement, Watergate aftermath",there is a poster of a woman laying on a bed with a bottle in her hand,white shirt,brown short,crouching,smiling,happy,"1970s, seventies, retro, classic era"
,19771101,1977,November 1977,$2.00,https://ipb-ma.playboy.com/issue/19771101,Earthy greens and browns,"Disco era, women's liberation movement, Watergate aftermath",the cover of playboy magazine with a woman drinking a drink,white tank top,blonde long and blonde,standing,surprised,happy,"1970s, seventies, retro, classic era"
